二筛排名,代码,TS代码,板块,简称,二筛总分,评级档,异常惩罚,PE_TTM,扣非PE,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,FCF净利润转化率,股数3年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,经营现金流_原始值
101,600009,600009.SH,沪,上海机场,59.6,B-保留观察,0.0,24.9199,26.5265,34.36,25.4,nan,否,无,34.54,nan,nan,4.72,-5.25,27.51,18.06,5.47,3.4,37.86,0.6093,5.1,2.0204,-0.0,7.9,8.34,5981731896
102,002946,002946.SZ,深,新乳业,59.3,B-保留观察,0.0,17.0973,16.2697,22.87,10.73,21.12,否,无,3.93,27.72,13.47,4.01,-3.58,29.18,6.72,21.21,8.38,56.51,1.2994,11.67,1.3849,-0.23,5.33,37.31,1510107599
103,600809,600809.SH,沪,山西汾酒,59.3,B-保留观察,18.0,12.9481,12.9538,45.15,22.58,31.59,否,经营现金流3Y为负；FCF/NI<70%,13.88,14.66,-4.38,-43.71,14.25,74.85,31.76,32.64,22.39,28.74,0.4033,1262.09,0.6361,-0.0,7.52,0.34,9013519822
104,002351,002351.SZ,深,漫步者,58.8,B-保留观察,10.0,19.8507,21.8731,34.16,7.66,9.83,否,经营现金流3Y为负,8.1,20.37,-1.49,0.63,-3.98,40.63,16.64,15.64,12.93,15.77,0.1872,1725.27,0.8217,0.0,-4.97,-6.3,390182867
105,688550,688550.SH,科,瑞联新材,58.7,B-保留观察,6.0,25.0859,26.4481,38.33,9.82,12.01,否,股数膨胀>2%,4.23,7.85,21.18,7.99,-5.97,44.9,18.45,9.8,8.78,9.88,0.1096,1441.33,0.8461,20.83,14.91,22.87,344595762
106,600004,600004.SH,沪,白云机场,58.5,B-保留观察,6.0,14.1922,22.124,29.11,8.77,nan,否,股数膨胀>2%,26.06,nan,52.41,6.1,20.53,25.32,19.03,7.59,5.34,28.2,0.3928,21.12,1.5446,2.88,7.16,56.74,3074788372
107,603367,603367.SH,沪,辰欣药业,58.5,B-保留观察,0.0,15.6294,24.8522,59.94,-1.28,-0.54,否,无,-5.38,6.5,21.76,-8.86,2.42,51.89,12.36,6.97,5.62,17.99,0.2194,348.1,0.9515,-0.04,-13.48,-17.35,466374583
108,603868,603868.SH,沪,飞科电器,58.5,B-保留观察,0.0,25.136,28.3515,33.36,1.59,-4.27,否,无,-5.85,-14.61,2.36,-10.68,-12.82,56.7,13.26,16.11,13.2,16.45,0.1969,4157.78,1.5899,0.0,-6.9,11.84,875198097
109,600612,600612.SH,沪,老凤祥,58.4,B-保留观察,0.0,10.8559,11.4705,39.28,0.42,1.74,否,无,-5.71,-0.13,83.56,-18.76,-20.09,9.09,4.28,14.92,10.4,25.1,0.3351,16.04,2.5641,0.0,-6.99,-11.21,5962470282
110,605305,605305.SH,沪,中际联合,58.3,B-保留观察,14.0,14.0978,14.9566,25.28,22.5,23.42,否,FCF/NI<70%；股数膨胀>2%,32.95,50.62,4.31,25.72,32.37,47.27,28.22,19.17,14.92,22.33,0.2875,481.48,0.4809,11.87,44.64,68.37,270734219
111,600258,600258.SH,沪,首旅酒店,58.2,B-保留观察,0.0,16.3046,17.5975,32.88,7.57,nan,否,无,14.33,nan,30.46,-26.41,-4.87,39.88,10.7,6.79,3.31,50.18,1.0072,4.68,3.5506,-0.07,-1.86,-0.71,3313341174
112,300573,300573.SZ,创,兴齐眼药,58.1,B-保留观察,33.0,18.6521,18.3843,53.59,29.13,49.41,否,增速异常；利润增速显著快于营收；FCF/NI<70%；股数膨胀>2%,25.54,48.69,38.07,28.5,15.67,81.16,28.14,38.97,29.82,22.09,0.2835,180.91,0.694,40.66,27.24,105.84,753388786
113,002532,002532.SZ,深,天山铝业,57.7,C-暂缓,0.0,8.4858,8.6688,42.09,1.45,20.26,否,无,-3.67,21.98,36.63,-12.91,-8.98,24.4,16.31,17.06,8.67,45.4,0.8315,12.1,1.3552,-0.17,5.03,7.97,8052843035
114,001965,001965.SZ,深,招商公路,57.6,C-暂缓,6.0,13.458,13.6937,21.89,13.58,14.66,否,股数膨胀>2%,17.21,-0.93,18.86,-5.85,-5.01,29.83,38.22,5.66,3.18,43.58,0.7724,4.58,1.0486,3.22,5.11,-13.97,6511290313
115,000887,000887.SZ,深,中鼎股份,57.5,C-暂缓,0.0,19.5528,27.4351,16.0,11.39,26.0,否,无,10.06,18.57,33.46,7.84,9.27,23.24,7.96,11.49,6.12,47.37,0.9001,10.26,0.7855,0.0,5.02,26.34,2161916202
116,300140,300140.SZ,创,节能环境,57.3,C-暂缓,6.0,18.2486,17.4148,36.33,26.02,nan,否,股数膨胀>2%,91.81,nan,157.56,76.96,9.52,36.49,14.93,6.3,2.96,51.8,1.0747,3.99,1.8579,93.58,1.15,42.21,2199976148
117,000963,000963.SZ,深,华东医药,57.2,C-暂缓,0.0,14.0727,14.4778,40.67,5.3,3.23,否,无,4.96,10.43,21.25,7.67,7.18,32.36,7.82,14.0,8.87,35.52,0.5509,42.53,0.7893,0.0,4.07,-2.39,4245604371
118,688155,688155.SH,科,先惠技术,57.1,C-暂缓,6.0,17.1404,17.6979,44.31,43.34,50.83,否,股数膨胀>2%,18.98,nan,nan,11.7,36.79,28.42,15.67,19.25,8.44,57.67,1.3624,27.38,0.9313,18.14,23.39,51.76,526158752
119,002782,002782.SZ,深,可立克,57.0,C-暂缓,0.0,29.817,34.2102,50.88,34.01,8.02,否,无,19.19,36.7,68.02,6.44,3.31,12.9,5.48,14.16,6.69,52.47,1.1039,75.49,0.8906,1.33,17.87,28.33,357282146
120,002683,002683.SZ,深,广东宏大,56.8,C-暂缓,8.0,23.4058,23.6845,45.84,26.07,27.37,否,FCF/NI<70%,26.06,25.92,36.7,23.71,50.02,20.88,8.22,14.6,6.25,55.44,1.2442,11.58,0.6647,0.5,49.2,42.82,2275999217
121,301339,301339.SZ,创,通行宝,56.7,C-暂缓,6.0,28.0921,28.7686,40.55,18.02,6.37,否,股数膨胀>2%,21.38,14.06,nan,21.79,22.48,43.97,23.2,8.75,4.34,51.52,1.0627,262.0,1.3285,12.55,19.24,8.12,458445887
122,300979,300979.SZ,创,华利集团,56.6,C-暂缓,8.0,15.5874,16.0933,48.35,12.39,11.29,否,FCF/NI<70%,6.69,-0.22,2.23,9.09,5.32,21.89,12.84,19.03,14.19,27.57,0.3806,56.09,0.3347,0.0,4.06,-16.41,3743180888
123,603328,603328.SH,沪,依顿电子,56.5,C-暂缓,0.0,28.5533,29.5975,28.35,9.27,15.71,否,无,9.59,20.14,13.99,6.55,14.67,22.18,11.57,11.16,7.85,31.61,0.4622,39.92,0.7353,0.0,14.8,6.47,839309687
124,600862,600862.SH,沪,中航高科,56.4,C-暂缓,8.0,26.204,26.4234,39.02,11.45,19.17,否,应收增速>营收,4.05,10.41,41.74,13.51,0.84,37.6,20.63,13.24,10.6,19.81,0.247,186.63,0.918,0.0,-1.27,-11.66,1195232508
125,002920,002920.SZ,深,德赛西威,56.3,C-暂缓,14.0,20.8332,20.7431,43.94,36.79,36.69,否,FCF/NI<70%；股数膨胀>2%,29.67,28.28,67.87,29.88,11.92,19.07,7.6,19.53,9.64,47.86,0.9179,87.39,0.4389,2.44,17.88,22.54,2883761179
126,601567,601567.SH,沪,三星电气,56.2,C-暂缓,8.0,21.9052,34.0698,55.91,15.15,5.38,否,FCF/NI<70%,16.43,8.97,13.16,12.84,33.66,27.96,8.7,10.39,4.97,54.33,1.1896,13.34,0.6778,-0.07,-1.64,-45.06,1771421325
127,000729,000729.SZ,深,燕京啤酒,56.1,C-暂缓,7.0,16.2804,17.233,21.63,7.01,47.78,否,利润增速显著快于营收,5.11,54.06,16.58,-6.22,-4.17,43.56,13.09,12.37,8.56,29.47,0.4178,189.98,0.7402,0.0,4.54,51.64,2721833054
128,301109,301109.SZ,创,军信股份,56.0,C-暂缓,14.0,13.7787,14.7002,27.95,20.06,15.31,否,应收增速>营收；股数膨胀>2%,20.5,19.16,29.07,46.19,29.56,55.31,36.17,10.94,6.94,34.53,0.5274,10.81,1.1063,24.39,13.05,44.85,1699238652
129,301498,301498.SZ,创,乖宝宠物,55.9,C-暂缓,16.0,25.9618,26.0587,62.18,27.45,43.31,否,应收增速>营收；FCF/NI<70%,25.83,36.38,40.08,45.58,8.23,42.49,9.96,15.33,12.43,20.45,0.2571,472.88,0.2168,0.05,29.06,7.42,842381514
130,603897,603897.SH,沪,长城科技,55.9,C-暂缓,0.0,19.7833,19.6981,49.41,14.94,12.61,否,无,7.87,32.32,56.29,13.09,12.66,4.7,2.51,12.46,4.76,63.01,1.7034,22.02,1.9846,0.0,-3.07,33.62,712924842
131,605277,605277.SH,沪,新亚电子,55.9,C-暂缓,6.0,26.2772,26.4044,53.27,31.42,13.12,否,股数膨胀>2%,32.51,15.36,0.89,7.89,9.85,15.11,5.62,13.91,6.36,51.39,1.0572,11.78,1.4984,19.55,11.11,44.11,371880895
132,600598,600598.SH,沪,北大荒,55.8,C-暂缓,10.0,18.4177,20.597,31.77,10.04,3.73,否,经营现金流3Y为负,7.06,7.24,-0.5,nan,21.65,34.56,22.32,15.16,13.01,12.93,0.1485,3159.44,0.9158,0.0,-2.05,7.41,1240486450
133,600909,600909.SH,沪,华安证券,55.8,C-暂缓,0.0,20.3505,20.589,36.91,8.59,10.78,否,无,17.07,22.41,nan,-3.0,nan,,41.65,9.1,2.02,77.52,3.4484,,2.974,-0.14,11.56,41.81,6539047633
134,000538,000538.SZ,深,云南白药,55.6,C-暂缓,0.0,16.7456,17.8089,18.72,4.7,-1.19,否,无,4.12,22.25,12.75,3.78,-7.96,29.51,12.6,13.14,9.68,26.02,0.3517,248.52,0.7941,-0.23,2.88,8.87,4599693880
135,603596,603596.SH,沪,伯特利,55.6,C-暂缓,14.0,17.2428,18.6575,57.71,31.62,21.82,否,FCF/NI<70%；股数膨胀>2%,29.44,23.53,3.39,23.75,26.21,19.65,10.99,17.2,8.79,51.29,1.053,42.53,0.0647,13.77,20.91,8.08,866961398
136,603680,603680.SH,沪,今创集团,55.6,C-暂缓,0.0,12.9024,12.8933,43.01,2.28,7.94,否,无,7.09,48.88,82.25,0.71,4.36,30.26,13.06,10.28,6.29,33.67,0.5076,32.6,1.2576,0.0,-3.53,37.99,704149332
137,601022,601022.SH,沪,宁波远洋,55.3,C-暂缓,8.0,17.5374,18.2972,27.79,15.03,16.55,否,FCF/NI<70%,8.6,-0.78,11.62,3.98,12.29,16.09,10.72,10.96,7.7,30.13,0.4312,50.54,-0.1327,0.0,15.86,17.83,1406780143
138,603707,603707.SH,沪,健友股份,55.1,C-暂缓,0.0,21.9526,26.573,35.13,6.48,-6.1,否,无,2.44,-18.81,25.71,8.5,-16.54,39.41,14.57,8.69,5.86,33.29,0.499,13.32,1.0708,-0.03,1.71,-29.61,1182791068
139,600216,600216.SH,沪,浙江医药,54.7,C-暂缓,0.0,16.9338,18.0242,28.79,3.92,2.88,否,无,3.05,27.99,53.58,4.18,-2.39,34.67,8.56,6.92,5.45,21.3,0.2706,38.06,1.8957,-0.12,-5.28,-25.49,1885768711
140,603383,603383.SH,沪,顶点软件,54.7,C-暂缓,6.0,29.7453,34.5302,41.97,10.69,10.4,否,股数膨胀>2%,-2.35,2.83,4.66,-10.37,-0.7,70.72,30.71,11.93,9.6,20.44,0.2569,100.0,1.2422,6.24,-12.38,-7.37,225149201
141,603568,603568.SH,沪,伟明环保,54.7,C-暂缓,16.0,17.405,18.7476,50.29,14.83,13.3,否,应收增速>营收；FCF/NI<70%,11.94,11.96,13.69,47.73,42.8,50.88,37.6,14.68,8.13,43.94,0.7838,15.08,0.4826,0.31,-13.04,-15.79,3221913341
142,002170,002170.SZ,深,芭田股份,54.1,C-暂缓,25.0,10.7431,10.7906,25.87,18.91,64.09,否,增速异常；利润增速显著快于营收；股数膨胀>2%,20.98,95.75,118.59,17.09,19.02,35.62,18.04,26.1,15.33,35.14,0.5418,32.46,1.4515,2.9,52.62,122.48,1473196332
143,002262,002262.SZ,深,恩华药业,54.1,C-暂缓,16.0,20.3153,20.1899,25.09,11.95,7.73,否,应收增速>营收；FCF/NI<70%,11.2,6.21,7.79,21.49,1.85,72.13,17.85,13.79,11.94,12.96,0.1489,473.2,0.6079,0.27,3.75,-7.53,1078389757
144,600938,600938.SH,沪,中国海油,53.9,C-暂缓,0.0,12.9097,13.1495,23.98,20.71,37.39,否,无,-1.93,-4.82,0.56,-3.92,-0.8,51.47,30.67,15.71,11.34,26.71,0.3644,62.73,0.7982,-0.03,-5.3,-11.48,209042000000
145,603055,603055.SH,沪,台华新材,53.9,C-暂缓,0.0,15.5141,22.5373,22.85,20.7,36.46,否,无,16.92,26.29,27.32,23.95,11.18,20.76,8.43,10.36,4.66,52.72,1.1151,5.24,0.7021,-0.07,-10.01,-25.6,1228368289
146,603885,603885.SH,沪,吉祥航空,53.9,C-暂缓,0.0,19.8335,20.5677,35.0,17.37,nan,否,无,39.94,nan,227.02,1.93,21.59,12.45,4.62,9.89,2.08,76.78,3.3066,2.25,6.4024,-0.45,1.83,13.75,7269559364
147,920982,920982.BJ,北,锦波生物,53.7,C-暂缓,29.0,22.4303,23.3507,64.79,58.15,82.07,否,利润增速显著快于营收；应收增速>营收；FCF/NI<70%；股数膨胀>2%,59.9,80.99,71.96,71.64,60.78,89.21,40.47,37.71,27.83,26.71,0.3644,103.97,0.4022,22.67,10.57,-11.69,630002190
148,002831,002831.SZ,深,裕同科技,53.5,C-暂缓,0.0,20.5949,21.5115,46.25,7.9,6.61,否,无,1.75,0.06,1.46,0.25,-3.39,25.51,9.17,13.09,7.01,45.17,0.8238,16.51,1.2724,-0.36,0.47,8.9,2737188208
149,301087,301087.SZ,创,可孚医疗,53.5,C-暂缓,0.0,29.2598,35.0525,24.94,7.36,-2.7,否,无,4.4,7.03,91.6,-10.59,8.47,53.16,10.93,7.63,5.67,26.04,0.3521,25.86,1.447,0.07,13.56,18.56,695725817
150,688566,688566.SH,科,吉贝尔,53.5,C-暂缓,22.0,20.8011,25.1251,41.18,11.29,14.98,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,13.85,19.16,18.1,34.27,1.42,89.46,27.02,11.1,9.95,9.84,0.1091,1107.17,0.5123,2.18,7.76,19.19,248303432
151,002970,002970.SZ,深,锐明技术,53.2,C-暂缓,8.0,28.5215,29.6552,40.59,9.01,10.26,否,应收增速>营收,21.42,nan,13.06,29.54,15.37,45.18,15.68,20.71,12.35,36.49,0.5746,37.51,0.757,1.6,-10.82,32.26,398322852
152,601877,601877.SH,沪,正泰电器,53.2,C-暂缓,0.0,10.928,13.231,38.71,12.21,-1.58,否,无,8.76,9.09,65.47,-5.9,36.53,26.0,10.36,11.73,4.13,66.13,1.9525,4.78,3.4731,-0.02,-8.33,17.61,23090219257
153,688016,688016.SH,科,心脉医疗,53.2,C-暂缓,22.0,19.3649,21.4791,25.62,23.49,20.91,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,14.64,16.36,19.74,43.72,20.41,71.08,41.07,14.0,12.42,11.69,0.1324,298.4,0.4868,19.64,11.96,12.56,573063955
154,002891,002891.SZ,深,中宠股份,52.8,C-暂缓,8.0,27.128,28.485,53.56,18.52,21.34,否,FCF/NI<70%,17.15,48.8,64.75,20.44,4.34,29.54,7.63,13.81,8.01,42.67,0.7443,13.3,0.2918,1.15,16.95,-4.38,534458221
155,000915,000915.SZ,深,华特达因,52.7,C-暂缓,8.0,13.1907,14.2376,35.42,4.12,14.06,否,应收增速>营收,-1.63,1.01,2.05,7.5,-3.43,85.11,46.16,23.47,20.72,12.95,0.1488,100.0,1.2134,0.0,4.4,2.24,1271522661
156,600054,600054.SH,沪,黄山旅游,52.7,C-暂缓,8.0,28.0228,31.3048,24.46,23.28,nan,否,FCF/NI<70%,38.16,nan,214.93,22.66,-47.67,46.86,14.73,6.32,5.25,18.52,0.2273,34.57,0.4563,0.0,9.23,-8.62,666434843
157,920599,920599.BJ,北,同力股份,52.4,C-暂缓,8.0,9.3515,9.4497,34.41,18.47,20.06,否,FCF/NI<70%,7.09,21.45,85.33,11.33,8.52,22.99,13.14,25.01,10.95,53.46,1.1487,89.19,0.4297,0.73,3.98,5.8,393317437
158,300926,300926.SZ,创,博俊科技,52.2,C-暂缓,14.0,9.0586,9.0785,53.16,60.3,65.84,否,FCF/NI<70%；股数膨胀>2%,61.03,78.71,nan,31.11,32.64,26.08,14.53,27.96,10.43,61.18,1.576,15.87,-0.8974,41.01,37.39,37.68,432964424
159,600906,600906.SH,沪,财达证券,52.2,C-暂缓,0.0,18.3226,18.3419,21.3,5.67,7.03,否,无,17.99,35.19,68.35,-5.88,nan,,27.68,6.17,1.4,77.57,3.4583,,3.84,0.0,10.48,8.82,2948534412
160,300360,300360.SZ,创,炬华科技,52.1,C-暂缓,10.0,12.3581,14.5056,44.97,8.99,13.91,否,经营现金流3Y为负,3.85,6.2,-1.33,5.31,-13.52,43.1,34.31,14.17,11.88,15.3,0.1806,5220.45,0.7559,0.64,-16.85,-13.65,507093704
161,603848,603848.SH,沪,好太太,52.1,C-暂缓,8.0,23.9115,25.5554,62.0,5.88,-5.37,否,FCF/NI<70%,3.75,-2.41,18.19,0.59,-11.2,48.78,13.16,7.0,5.87,16.49,0.1975,503.83,0.4772,0.12,-0.86,-18.17,215190003
162,300592,300592.SZ,创,华凯易佰,52.0,C-暂缓,6.0,24.9981,26.6831,23.89,132.25,nan,否,股数膨胀>2%,27.4,-14.18,50.46,14.63,16.93,33.42,1.69,6.47,3.67,39.74,0.6595,15.45,4.9812,11.82,1.23,-7.71,971885545
163,603583,603583.SH,沪,捷昌驱动,52.0,C-暂缓,8.0,26.6686,29.3182,50.65,16.66,-0.32,否,FCF/NI<70%,10.31,7.05,20.52,13.37,8.66,29.2,9.85,8.82,5.96,31.5,0.4599,21.26,0.188,0.13,10.52,41.3,559093796
164,002555,002555.SZ,深,三七互娱,51.9,C-暂缓,10.0,12.7546,14.0902,40.05,2.09,-0.92,否,经营现金流3Y为负,-0.9,-0.12,-0.18,-7.85,nan,75.86,18.16,21.73,13.84,38.74,0.6324,58.17,1.0986,-0.08,-8.46,8.81,3538334678
165,600585,600585.SH,沪,海螺水泥,51.9,C-暂缓,0.0,11.8234,12.7145,35.35,-14.08,-26.38,否,无,-14.49,-21.31,19.93,-19.67,-13.35,24.16,9.53,3.89,3.08,20.42,0.2566,14.07,0.9252,0.0,-9.33,2.64,16643907685
166,600211,600211.SH,沪,西藏药业,51.8,C-暂缓,14.0,12.8424,16.3584,32.75,16.77,16.87,否,应收增速>营收；股数膨胀>2%,5.29,34.69,6.26,15.83,21.95,94.22,30.76,22.67,16.65,33.98,0.5147,77.38,1.0787,9.14,6.23,-13.25,1004750806
167,603233,603233.SH,沪,大参林,51.7,C-暂缓,6.0,15.6346,15.7216,18.92,13.53,4.64,否,股数膨胀>2%,8.98,7.98,12.51,7.39,2.26,34.32,4.94,16.18,5.14,67.3,2.0581,10.4,3.6019,6.26,3.8,38.67,5350188615
168,000921,000921.SZ,深,海信家电,51.6,C-暂缓,0.0,12.5077,17.6666,21.38,12.69,10.71,否,无,5.86,15.54,12.86,6.99,1.55,21.31,5.38,23.15,6.78,69.25,2.252,28.99,0.797,0.54,-5.19,-7.65,5796029181
169,600131,600131.SH,沪,国网信通,51.4,C-暂缓,0.0,29.595,29.6225,36.18,8.68,2.12,否,无,11.75,-5.61,31.8,2.96,50.81,17.16,6.34,9.1,4.37,52.99,1.1272,54.91,2.1893,-0.12,45.28,-1.15,1947866764
170,600621,600621.SH,沪,华鑫股份,51.4,C-暂缓,0.0,20.696,21.8804,33.94,7.68,-1.7,否,无,2.02,21.63,39.77,nan,nan,58.11,24.5,7.21,1.28,83.4,5.0241,100.0,6.7211,0.0,14.12,73.61,4370068168
171,603279,603279.SH,沪,景津装备,51.2,C-暂缓,0.0,15.0622,15.2523,42.61,11.81,0.23,否,无,0.79,-14.54,2.37,0.95,-1.32,22.17,8.95,11.59,6.01,47.83,0.9168,98.01,1.8313,-0.02,-5.09,-38.63,1097299246
172,600026,600026.SH,沪,中远海能,51.1,C-暂缓,6.0,19.4672,22.8661,27.94,7.84,11.02,否,股数膨胀>2%,8.59,35.33,20.62,0.4,-8.53,26.13,18.51,9.92,5.09,46.09,0.8549,4.88,0.8318,4.63,2.79,0.87,7389147370
173,603379,603379.SH,沪,三美股份,50.9,C-暂缓,27.0,17.3159,17.4892,29.53,16.54,55.96,否,增速异常；利润增速显著快于营收；FCF/NI<70%,7.03,61.47,50.91,14.51,-0.02,50.6,34.95,27.69,24.1,16.51,0.1977,52524.57,0.3942,0.0,44.81,163.82,2160886171
174,300674,300674.SZ,创,宇信科技,50.8,C-暂缓,0.0,26.564,27.9884,45.93,3.97,-0.68,否,无,-5.44,20.05,52.54,-23.96,-11.95,32.1,12.09,9.83,6.93,32.55,0.4826,160.76,0.8565,-0.33,-8.46,13.94,621367006
175,000920,000920.SZ,深,沃顿科技,50.4,C-暂缓,8.0,23.7563,24.1826,30.72,10.01,13.93,否,应收增速>营收,11.41,14.21,2.03,34.79,-4.5,37.42,11.44,10.92,8.06,26.2,0.355,100.0,1.1365,0.0,15.89,12.91,299289753
176,002283,002283.SZ,深,天润工业,50.4,C-暂缓,0.0,24.257,26.5972,33.31,-1.67,-6.57,否,无,9.08,21.29,15.87,7.58,5.92,22.79,8.87,5.92,4.38,26.46,0.3598,174.66,1.6433,0.0,12.55,9.22,905595115
177,002158,002158.SZ,深,汉钟精机,50.3,C-暂缓,0.0,29.8123,32.82,35.4,5.19,5.2,否,无,-3.59,-10.08,16.0,0.05,-8.44,34.11,16.05,10.87,7.65,29.65,0.4215,32.41,1.569,0.0,-20.35,-45.66,778511255
178,600007,600007.SH,沪,中国国贸,50.3,C-暂缓,10.0,15.661,15.7424,18.35,4.01,7.81,否,经营现金流3Y为负,3.08,2.51,-4.78,-17.7,-4.74,57.72,31.91,12.4,10.12,14.85,0.1744,68.99,1.246,0.0,-3.63,-4.79,1575080047
179,601888,601888.SH,沪,中国中免,50.0,C-暂缓,0.0,26.5458,26.9771,47.61,0.41,-12.84,否,无,-0.45,-15.83,nan,-21.65,-18.17,32.75,6.87,6.04,4.88,18.48,0.2267,25.75,1.3115,0.0,-4.92,-24.12,6058560224
180,002223,002223.SZ,深,鱼跃医疗,49.6,C-暂缓,10.0,22.7587,25.128,45.0,3.41,-3.31,否,经营现金流3Y为负,3.85,-1.91,-13.29,3.12,-0.68,50.6,18.66,11.41,9.35,16.97,0.2044,240.32,0.9769,0.0,5.14,-17.74,1502921716
181,688050,688050.SH,科,爱博医疗,49.5,C-暂缓,14.0,29.5609,30.3994,51.71,40.27,20.14,否,应收增速>营收；股数膨胀>2%,36.77,1.92,13.85,65.64,58.38,63.49,16.23,8.59,6.52,23.6,0.3089,13.45,1.0226,22.51,5.15,-37.85,369147117
182,603043,603043.SH,沪,广州酒家,49.4,C-暂缓,10.0,15.6376,16.7132,28.5,10.36,2.13,否,经营现金流3Y为负,9.38,-1.08,-3.64,-12.08,-2.67,31.6,9.58,12.37,7.65,39.75,0.6598,18.76,0.883,0.02,5.04,-0.62,745577734
183,300841,300841.SZ,创,康华生物,49.2,C-暂缓,0.0,29.7818,31.3044,40.08,2.32,-11.63,否,无,-6.96,-28.36,24.88,-1.62,-2.87,92.03,18.88,6.3,5.47,11.78,0.1335,69.35,1.4052,-1.18,-18.64,-44.84,379710285
184,000719,000719.SZ,深,中原传媒,49.1,C-暂缓,0.0,8.9551,9.1751,17.41,-0.5,8.45,否,无,-0.97,10.49,9.25,-3.45,-9.79,42.28,14.98,11.72,7.51,35.42,0.5485,12301.13,1.148,0.0,-5.12,34.5,2085222522
185,601965,601965.SH,沪,中国汽研,49.1,C-暂缓,16.0,13.4817,14.2774,31.55,7.76,14.09,否,应收增速>营收；FCF/NI<70%,14.71,15.76,15.35,37.65,10.0,45.88,22.75,13.19,9.35,31.34,0.4565,52.3,0.2262,-0.06,5.75,16.78,1227200784
186,002029,002029.SZ,深,七匹狼,48.9,C-暂缓,0.0,26.4797,48.7404,41.08,-2.04,7.67,否,无,-2.38,20.83,17.69,-0.89,-5.39,54.42,11.33,5.03,3.26,31.95,0.4695,12.38,0.8182,-2.29,-4.35,4.98,394017095
187,605319,605319.SH,沪,无锡振华,48.9,C-暂缓,14.0,18.0096,18.0323,37.21,15.89,34.57,否,FCF/NI<70%；股数膨胀>2%,19.25,79.14,nan,23.66,0.49,28.42,15.71,17.85,8.69,52.62,1.1106,19.64,0.3925,20.52,17.03,23.11,567913764
188,603733,603733.SH,沪,仙鹤股份,48.7,C-暂缓,8.0,17.1684,19.1057,27.66,20.58,7.22,否,FCF/NI<70%,16.84,12.54,122.39,11.28,23.89,13.71,8.25,12.02,4.23,64.58,1.8233,4.45,-1.0496,0.08,20.14,0.58,789205085
189,000400,000400.SZ,深,许继电气,48.6,C-暂缓,0.0,23.2556,24.3331,37.46,6.02,10.32,否,无,0.17,10.61,15.54,3.31,7.18,23.36,8.75,10.18,5.09,49.03,0.9619,121.21,1.8473,0.34,-12.27,1.52,2670382575
190,002249,002249.SZ,深,大洋电机,48.6,C-暂缓,7.0,15.8958,18.1356,47.43,9.46,70.85,否,利润增速显著快于营收,3.79,39.61,11.81,3.31,-11.65,22.34,9.46,11.85,6.31,46.18,0.858,57.32,1.1065,1.13,0.89,26.75,1993209708
191,688819,688819.SH,科,天能股份,48.5,C-暂缓,0.0,16.9899,23.4527,41.83,5.46,-6.92,否,无,3.02,-4.14,54.32,10.16,-0.53,14.35,3.54,9.64,3.65,60.99,1.5634,12.7,3.0772,0.0,1.67,1.91,6263505235
192,002236,002236.SZ,深,大华股份,48.2,C-暂缓,6.0,13.9876,18.3008,26.64,4.35,-0.27,否,股数膨胀>2%,2.32,19.73,54.79,0.13,-5.93,40.62,11.86,10.26,7.37,26.8,0.3661,186.65,0.8344,2.71,1.75,32.99,3907798165
193,601311,601311.SH,沪,骆驼股份,48.0,C-暂缓,8.0,15.3648,20.8119,35.49,11.08,3.3,否,FCF/NI<70%,6.69,23.02,49.95,5.22,9.29,15.05,5.21,8.51,5.54,34.71,0.5316,20.69,0.6956,0.0,4.56,34.09,828815455
194,601890,601890.SH,沪,亚星锚链,47.5,C-暂缓,16.0,23.345,35.3587,40.64,13.61,29.74,否,应收增速>营收；FCF/NI<70%,11.45,29.19,12.61,21.98,0.36,31.63,15.61,8.38,5.84,32.51,0.4817,18.29,0.2756,0.0,5.56,13.52,256644841
195,000425,000425.SZ,深,徐工机械,47.4,C-暂缓,0.0,14.1999,14.2858,37.91,6.39,12.29,否,无,2.43,15.9,107.5,0.28,3.71,22.61,6.63,10.89,3.99,64.01,1.7785,6.74,1.5483,-0.18,10.0,11.74,14142346479
196,002284,002284.SZ,深,亚太股份,47.4,C-暂缓,19.0,12.3641,13.6189,50.0,13.93,95.29,否,增速异常；利润增速显著快于营收,14.35,92.47,49.56,18.1,8.89,20.83,8.76,15.57,6.28,60.84,1.5536,39.18,2.0612,0.06,31.61,129.65,1348698621
197,601021,601021.SH,沪,春秋航空,47.3,C-暂缓,8.0,16.2577,16.4791,27.93,18.02,nan,否,FCF/NI<70%,36.87,nan,147.17,3.99,29.71,13.59,10.8,13.04,5.11,61.25,1.5806,6.81,0.1259,-0.01,7.3,1.96,6623358345
